OrderID,OrderDate,Region,Channel,Product,Quantity,UnitPrice,Sales,Cost,Profit,Year,Month,Customer
10428,2024-01-05,South,Online,Headphones,19,5686,108034.0,54794.33192251653,61225.61828910598,2024,1,Customer_50
10071,2024-07-19,East,Online,Mouse,13,37501,487513.0,321930.6009370452,190419.75892239803,2024,7,Customer_51
10322,2023-02-07,West,Online,Headphones,1,68845,68845.0,50100.83709346117,21555.787342519656,2023,2,Customer_102
10653,2024-05-19,West,Online,Monitor,17,29200,496400.0,337145.68611229624,183142.4609708593,2024,5,Customer_39
11066,2024-02-24,East,Online,Headphones,14,49167,688338.0,391649.5609973953,341191.70485299535,2024,2,Customer_193
10108,2024-08-15,South,Online,Tablet,9,25822,232398.0,185521.8112960322,53907.61700956298,2024,8,Customer_72
11109,2024-01-31,East,Online,Headphones,8,37170,297360.0,216125.14740077002,93420.08048911448,2024,1,Customer_14
10356,2024-08-29,North,Online,Keyboard,8,16533,132264.0,70133.26977688515,71450.33975658208,2024,8,Customer_175
10951,2023-08-11,North,Online,Mouse,18,18238,328284.0,209054.22732399378,137114.23857740714,2023,8,Customer_79
10343,2023-08-08,North,Retail,Headphones,7,59699,417893.0,257892.27892775828,160000.72107224172,2023,8,Customer_28
10355,2023-06-30,South,Online,Laptop,7,23563,227986.36320982297,89885.3269445052,86314.02401381901,2023,6,Customer_9
10024,2024-01-21,South,Online,Keyboard,15,6466,96990.0,64287.95073278692,37607.35665729504,2024,1,Customer_131
10044,2024-05-19,North,Distributor,Keyboard,13,55162,717106.0,567780.2779097978,149325.72209020215,2024,5,Customer_161
10244,2023-11-22,North,Retail,Monitor,3,33134,119282.4,74716.38143612708,24685.618563872922,2023,11,Customer_79
10738,2024-05-25,West,Online,Mouse,10,1569,15690.0,8862.783483512992,7851.298993960058,2024,5,Customer_197
11136,2024-02-24,East,Distributor,Headphones,18,33250,598500.0,405969.4321657372,192530.5678342628,2024,2,Customer_74
10368,2024-07-23,South,Online,Monitor,10,21859,218590.0,140132.90078316093,90225.66409936492,2024,7,Customer_84
10164,2023-01-28,West,Retail,Headphones,19,45133,857527.0,630503.1433602849,227023.85663971514,2023,1,Customer_142
11116,2024-11-13,South,Online,Laptop,7,41273,346693.2,165216.10314064886,142249.1313882538,2024,11,Customer_2
10333,2024-04-25,West,Retail,Monitor,2,67055,134110.0,105190.2154632253,28919.784536774707,2024,4,Customer_63
10989,2024-11-20,South,Retail,Tablet,6,21782,156830.4,113150.0874040637,17541.9125959363,2024,11,Customer_41
11173,2024-10-23,East,Online,Printer,10,26370,263700.0,184621.41979107828,90940.36724025996,2024,10,Customer_163
11002,2024-07-03,West,Online,Keyboard,10,51293,512930.0,266846.0576625316,282996.53368808865,2024,7,Customer_184
10378,2023-04-14,East,Distributor,Laptop,7,67144,623394.527955484,365455.0090453768,104552.99095462321,2023,4,Customer_108
10310,2024-01-27,West,Online,Mouse,2,28836,57672.0,41510.658771161325,18585.542413164476,2024,1,Customer_83
10156,2024-11-29,Central,Online,Laptop,7,55680,467712.0,274599.8094555763,132434.21912608726,2024,11,Customer_34
10211,2024-11-29,North,Retail,Headphones,7,24150,202860.0,88577.13900281153,80472.86099718847,2024,11,Customer_196
10087,2023-10-23,West,Online,Laptop,16,38300,612800.0,307359.42559785896,351256.6605624622,2023,10,Customer_88
10169,2024-10-01,East,Online,Headphones,4,49533,198132.0,120813.89724209854,88915.81817158668,2024,10,Customer_165
10995,2023-06-17,West,Online,Laptop,13,38181,742810.1380447053,367799.8291377629,147836.14649157267,2023,6,Customer_90
10052,2024-08-23,South,Online,Keyboard,6,25424,152544.0,133179.43578040655,22269.248852532466,2024,8,Customer_142
10439,2023-04-27,North,Online,Laptop,6,39306,318382.48982775764,143651.84819150434,106011.77457977,2023,4,Customer_120
10550,2024-06-08,West,Online,Keyboard,17,30480,518160.0,385723.1563698254,152302.37017470074,2024,6,Customer_154
10491,2023-01-16,South,Online,Keyboard,15,7594,113910.0,79101.11785975478,40030.214461282,2023,1,Customer_160
10426,2024-10-17,East,Distributor,Headphones,16,25330,405280.0,298418.34311106056,106861.65688893944,2024,10,Customer_34
10136,2024-02-02,South,Retail,Tablet,4,21550,86200.0,47037.056742576315,39162.943257423685,2024,2,Customer_59
11192,2024-03-10,East,Retail,Keyboard,12,48875,586500.0,351340.96865118894,235159.03134881106,2024,3,Customer_120
10055,2023-08-30,South,Online,Headphones,6,27556,165336.0,101129.02976417716,73838.01577119625,2023,8,Customer_76
10079,2023-07-21,South,Retail,Headphones,16,26363,421808.0,258800.83520816622,163007.16479183378,2023,7,Customer_29
10431,2024-10-31,South,Retail,Keyboard,18,40443,727974.0,564389.1918547709,163584.80814522912,2024,10,Customer_94
10185,2024-02-15,West,Online,Mouse,8,27372,218976.0,118131.87857358255,115970.73964038005,2024,2,Customer_1
10057,2024-07-18,South,Retail,Laptop,11,69169,760859.0,646216.0750864007,114642.92491359927,2024,7,Customer_152
10943,2024-08-29,North,Retail,Headphones,12,14134,169608.0,100614.49332443508,68993.50667556492,2024,8,Customer_28
10851,2023-02-16,North,Online,Laptop,7,20735,145145.0,122994.48838653039,25473.088355490054,2023,2,Customer_157
11164,2024-10-25,Central,Online,Laptop,19,8033,152627.0,103013.91917506786,57055.04294867196,2024,10,Customer_28
10219,2024-02-07,South,Retail,Printer,8,20802,166416.0,145458.13959225113,20957.86040774887,2024,2,Customer_106
10845,2023-02-15,South,Retail,Keyboard,3,17419,52257.0,46953.89283977711,5303.107160222891,2023,2,Customer_47
10114,2024-05-04,East,Retail,Monitor,5,12961,64805.0,54637.46218706546,10167.53781293454,2024,5,Customer_42
10549,2024-11-25,East,Online,Tablet,14,5988,100598.4,56620.40162236322,31293.338134282294,2024,11,Customer_138
11019,2023-12-15,East,Retail,Mouse,3,8013,28846.8,20076.154216159746,3962.8457838402537,2023,12,Customer_188
11073,2023-09-11,North,Retail,Printer,17,11435,194395.0,145471.12852301114,48923.87147698886,2023,9,Customer_69
10175,2023-08-13,East,Online,Tablet,19,50790,965010.0,640879.6631075752,372749.88742628857,2023,8,Customer_121
11023,2024-12-25,East,Distributor,Keyboard,13,4934,76970.4,35374.241234741596,28767.758765258404,2024,12,Customer_193
10616,2023-12-05,Central,Retail,Laptop,14,40185,675108.0,297754.6977629551,264835.3022370449,2023,12,Customer_141
10514,2024-08-29,Central,Online,Mouse,5,68360,341800.0,194463.5845578994,169436.87775841568,2024,8,Customer_39
10462,2024-03-10,North,Retail,Keyboard,3,54493,163479.0,141975.8052128353,21503.194787164713,2024,3,Customer_69
10287,2024-09-19,East,Online,Keyboard,16,40190,643040.0,542427.7967194824,115704.03377259523,2024,9,Customer_130
10382,2023-02-08,Central,Online,Monitor,19,51081,970539.0,662150.4716404882,354646.80761343846,2023,2,Customer_48
11008,2023-08-24,Central,Retail,Headphones,6,64121,384726.0,304628.6519448892,80097.34805511078,2023,8,Customer_33
10671,2023-08-15,South,Online,Headphones,17,49837,847229.0,713913.2252030032,153313.14101654637,2023,8,Customer_72
10535,2023-10-04,North,Retail,Laptop,9,67376,606384.0,377460.9228182426,228923.07718175743,2023,10,Customer_132
10910,2023-08-21,West,Retail,Monitor,10,23712,237120.0,193431.05027484806,43688.949725151935,2023,8,Customer_44
10293,2023-09-11,West,Online,Mouse,2,33805,67610.0,55471.68103268499,13959.066812412262,2023,9,Customer_101
10124,2024-07-27,South,Online,Keyboard,10,66384,663840.0,449262.44152432407,246764.1922470273,2024,7,Customer_130
10583,2023-05-24,West,Retail,Headphones,7,11507,80549.0,55272.90637324879,25276.093626751208,2023,5,Customer_43
10141,2024-04-05,North,Retail,Printer,9,66860,601740.0,343131.35015754163,258608.64984245837,2024,4,Customer_41
10736,2023-04-15,North,Online,Headphones,10,43874,438740.0,332698.17275469017,121948.1013321063,2023,4,Customer_136
10082,2024-03-31,North,Online,Mouse,1,33791,33791.0,21746.112774949393,13851.620308808197,2024,3,Customer_5
10882,2023-11-08,South,Distributor,Headphones,2,19102,45844.799999999996,26798.118444137388,11405.881555862612,2023,11,Customer_45
10740,2024-02-09,South,Online,Keyboard,11,3772,41492.0,22007.249025622597,22407.46362053401,2024,2,Customer_141
11102,2024-07-03,East,Retail,Mouse,7,27242,190694.0,148379.64218946267,42314.35781053733,2024,7,Customer_127
10909,2023-03-08,South,Retail,Keyboard,14,18007,252098.0,219939.4000225958,32158.5999774042,2023,3,Customer_24
11167,2024-12-10,North,Online,Headphones,16,47515,912288.0,467789.60098173114,336317.9588710092,2024,12,Customer_164
10937,2024-05-17,West,Online,Headphones,4,51630,206520.0,144611.98611554506,71194.21596712318,2024,5,Customer_83
10372,2023-10-15,Central,Online,Printer,6,6219,37314.0,19258.222671788695,20764.143927442998,2023,10,Customer_166
10890,2023-01-15,North,Online,Laptop,2,11817,23634.0,13946.327940716485,11140.822868176041,2023,1,Customer_135
10157,2023-08-31,North,Distributor,Keyboard,10,13716,137160.0,112838.01273574904,24321.987264250958,2023,8,Customer_57
10992,2024-10-11,Central,Online,Mouse,4,47736,190944.0,154402.6439088015,42022.559504878285,2024,10,Customer_172
10622,2024-10-18,West,Online,Mouse,14,5500,77000.0,59933.152490549335,19626.874635868262,2024,10,Customer_147
11038,2024-06-09,East,Online,Keyboard,19,25285,480415.0,349604.0262360705,150432.61982851892,2024,6,Customer_25
10245,2024-04-08,Central,Online,Printer,15,14088,211320.0,136960.13232015172,85513.84783182551,2024,4,Customer_103
10159,2024-07-31,Central,Online,Mouse,3,48436,145308.0,107725.7837077198,43219.54873612222,2024,7,Customer_120
10746,2023-01-23,South,Distributor,Headphones,2,44813,89626.0,54479.501065768156,35146.498934231844,2023,1,Customer_178
10193,2024-01-09,North,Online,Laptop,7,65160,456120.0,378446.0454956566,89325.0476799949,2024,1,Customer_9
10534,2024-12-29,South,Retail,Monitor,17,45260,923304.0,408452.56972371886,360967.43027628114,2024,12,Customer_22
10904,2024-06-08,South,Online,Mouse,1,67805,67805.0,55164.21117601685,14536.907147580623,2024,6,Customer_13
11004,2024-08-28,West,Online,Laptop,1,14503,14503.0,12830.115245934732,1923.8174671750578,2024,8,Customer_107
11070,2023-04-07,East,Retail,Laptop,19,43295,1076734.2079798728,575574.384777767,247030.615222233,2023,4,Customer_153
10414,2023-02-23,West,Online,Monitor,17,10290,174930.0,87668.73872026586,100350.45047169426,2023,2,Customer_93
11187,2023-12-26,North,Retail,Keyboard,4,37866,181756.8,103229.90266362578,48234.09733637422,2023,12,Customer_153
10328,2023-01-27,North,Online,Keyboard,10,46609,466090.0,233923.56576466456,266991.39937063574,2023,1,Customer_80
10129,2024-06-30,East,Distributor,Printer,14,15092,211288.0,177774.8119220244,33513.18807797559,2024,6,Customer_102
10695,2023-05-02,East,Retail,Printer,12,58357,700284.0,392567.3398580207,307716.6601419793,2023,5,Customer_66
10631,2024-03-20,West,Online,Headphones,18,2751,49518.0,25868.248933616564,27197.21372634095,2024,3,Customer_183
10275,2023-06-09,East,Online,Printer,2,59701,119402.0,91192.4363023474,32440.998252300487,2023,6,Customer_185
11148,2023-04-27,South,Retail,Tablet,6,58657,514234.8008502095,307771.9258262571,44170.074173742905,2023,4,Customer_23
10309,2024-05-18,West,Online,Headphones,10,31362,313620.0,266934.18947240594,53688.68210673317,2024,5,Customer_57
10234,2023-10-21,Central,Retail,Laptop,1,18282,18282.0,12075.279890452222,6206.720109547778,2023,10,Customer_157
11048,2024-05-17,West,Online,Printer,17,62045,1054765.0,653537.7436032608,461411.34485625,2024,5,Customer_58
10623,2024-05-25,South,Online,Monitor,16,64445,1031120.0,583439.9266307948,514832.084374586,2024,5,Customer_173
10644,2023-02-27,East,Online,Keyboard,11,25820,284020.0,247094.78113508582,42464.0016946513,2023,2,Customer_142
10479,2023-09-11,East,Retail,Keyboard,2,67545,135090.0,69877.7498370699,65212.2501629301,2023,9,Customer_196
10472,2023-08-06,East,Online,Laptop,9,2324,20916.0,14843.287611801406,6983.619246428382,2023,8,Customer_148
10926,2023-10-09,South,Retail,Headphones,19,27997,531943.0,452129.68386548985,79813.31613451015,2023,10,Customer_139
11098,2023-03-10,Central,Online,Mouse,18,57662,1037916.0,634984.3218253248,463371.4299008765,2023,3,Customer_92
10627,2023-05-12,North,Online,Monitor,14,59917,838838.0,426951.5130622542,473669.45997840766,2023,5,Customer_6
10395,2024-10-15,East,Distributor,Keyboard,19,68409,1299771.0,779199.9215250537,520571.0784749463,2024,10,Customer_41
10637,2023-02-08,North,Online,Keyboard,19,41443,787417.0,656141.8891450673,150966.37748317258,2023,2,Customer_2
10768,2023-06-03,North,Online,Headphones,4,27539,110156.0,92149.44723473211,20707.535680058067,2023,6,Customer_52
10533,2024-02-24,South,Retail,Tablet,18,51515,927270.0,651186.9882217279,276083.0117782721,2024,2,Customer_75
10718,2024-03-25,North,Online,Monitor,12,38898,466776.0,243889.84279426356,256319.0807865969,2024,3,Customer_192
10667,2023-08-01,North,Online,Monitor,2,36821,73642.0,39901.087394495684,38802.04949632996,2023,8,Customer_81
10598,2024-08-10,North,Retail,Headphones,12,22159,265908.0,140533.26428713,125374.73571287,2024,8,Customer_20
10482,2024-06-05,North,Retail,Headphones,1,65310,65310.0,54556.1312653765,10753.868734623502,2024,6,Customer_167
11103,2023-05-14,West,Online,Monitor,4,26396,105584.0,58795.119954513015,53807.21205231003,2023,5,Customer_15
10315,2023-02-02,Central,Retail,Mouse,6,63332,379992.0,320998.264649926,58993.735350074014,2023,2,Customer_186
10729,2023-06-26,North,Online,Tablet,6,52752,412443.4592493304,212041.33147715486,120141.2688012719,2023,6,Customer_46
10210,2023-03-22,South,Online,Keyboard,16,4941,79056.0,46930.888112767585,36943.878670317274,2023,3,Customer_141
10934,2023-10-04,North,Online,Headphones,4,57547,230188.0,170683.87611831957,68429.74246393249,2023,10,Customer_190
10434,2023-04-30,South,Online,Printer,12,8656,103872.0,57565.63466807079,53252.32013171859,2023,4,Customer_47
10329,2023-08-14,Central,Online,Monitor,9,39128,352152.0,186272.82855102938,190761.0471663162,2023,8,Customer_141
10261,2024-02-19,Central,Online,Keyboard,15,68088,1021320.0,706052.2701209513,362557.8893609059,2024,2,Customer_79
11117,2024-04-04,East,Online,Keyboard,12,14694,176328.0,155845.33079365257,23555.069587299546,2024,4,Customer_145
10307,2024-02-02,West,Online,Keyboard,9,50492,454428.0,258509.3091206413,225306.49451126248,2024,2,Customer_186
11067,2023-06-06,South,Online,Mouse,5,14001,70005.0,51233.36809456731,21587.37669124759,2023,6,Customer_55
10928,2024-03-18,East,Online,Laptop,2,25832,51664.0,34468.30889712241,19775.044768309224,2024,3,Customer_148
11025,2023-01-05,Central,Retail,Headphones,13,16490,214370.0,183841.36837205797,30528.631627942028,2023,1,Customer_121
10271,2023-09-11,South,Online,Headphones,2,64468,128936.0,112775.74478717218,18584.29349475199,2023,9,Customer_81
10291,2024-02-26,East,Online,Mouse,17,23059,392003.0,251863.72268447455,161160.16891285425,2024,2,Customer_119
10813,2023-07-24,West,Online,Printer,7,2905,20335.0,10615.761811277383,11177.123917031007,2023,7,Customer_146
10097,2023-06-06,Central,Retail,Mouse,11,65722,722942.0,488323.5425792205,234618.4574207795,2023,6,Customer_63
10888,2023-10-01,South,Retail,Tablet,11,33972,373692.0,228137.31302921433,145554.68697078567,2023,10,Customer_25
10819,2023-04-05,South,Online,Mouse,6,16562,99372.0,82183.24077100228,19767.073113347375,2023,4,Customer_85
10032,2024-07-14,North,Retail,Tablet,8,41322,330576.0,261073.89760816382,69502.10239183618,2024,7,Customer_175
10763,2023-02-03,West,Online,Monitor,4,67722,270888.0,162639.76893781908,124485.46572150804,2023,2,Customer_118
10954,2024-04-12,East,Online,Laptop,19,61013,1570834.4260184672,919585.6770308958,275610.52141446975,2024,4,Customer_26
10320,2023-01-22,West,Online,Monitor,1,32216,32216.0,21851.362685835673,11919.332911288975,2023,1,Customer_104
10299,2023-06-02,West,Online,Headphones,7,92,644.0,36534.625750473206,13312.830386955813,2023,6,Customer_142
10200,2024-05-11,West,Online,Mouse,17,3051,51867.0,36487.06418805245,17686.92618373968,2024,5,Customer_63
10561,2023-06-26,North,Online,Printer,17,37639,639863.0,566122.1776382991,84801.94571595607,2023,6,Customer_150
10179,2024-09-24,West,Online,Keyboard,19,31533,599127.0,464528.955496658,154787.7511788433,2024,9,Customer_105
11132,2024-09-04,South,Retail,Laptop,10,48937,489370.0,253774.29519344956,235595.70480655044,2024,9,Customer_117
10089,2024-12-20,North,Retail,Headphones,8,48797,468451.2,258648.50424649016,131727.49575350984,2024,12,Customer_26
10788,2024-12-04,North,Online,Keyboard,11,57211,755185.2,432731.20048314816,226078.2694443796,2024,12,Customer_15
10725,2023-03-06,South,Retail,Printer,6,59236,355416.0,197988.65559327416,157427.34440672584,2023,3,Customer_185
10827,2024-10-28,West,Online,Headphones,13,67994,883922.0,601316.600168319,324996.2098064332,2024,10,Customer_50
10209,2024-09-16,West,Retail,Headphones,19,30099,571881.0,456978.7870617279,114902.2129382721,2024,9,Customer_135
11040,2024-09-28,East,Distributor,Laptop,10,21407,214070.0,176217.11763406306,37852.88236593694,2024,9,Customer_14
10297,2024-04-17,West,Retail,Mouse,6,22402,134412.0,70336.05289322823,64075.94710677177,2024,4,Customer_103
10998,2023-11-17,Central,Retail,Laptop,11,44994,593920.7999999999,413884.3253734508,81049.67462654918,2023,11,Customer_9
10498,2024-11-20,East,Online,Monitor,7,12360,103824.0,67084.19186886941,22351.179350800172,2024,11,Customer_163
10835,2024-04-10,East,Retail,Keyboard,16,48619,777904.0,449662.37261284527,328241.62738715473,2024,4,Customer_112
10430,2023-04-16,North,Online,Tablet,10,22375,319772.72321272694,118885.27143585506,120594.43784876667,2023,4,Customer_111
10507,2024-02-21,East,Online,Monitor,6,63437,380622.0,265197.28564550844,132738.42150766528,2024,2,Customer_14
10831,2024-09-25,East,Online,Headphones,13,92,1196.0,64640.046089916184,14481.896996596386,2024,9,Customer_104
10694,2023-01-08,Central,Online,Laptop,11,29859,328449.0,217090.80558789388,128061.92357392203,2023,1,Customer_78
10011,2023-08-03,North,Online,Mouse,14,52438,734132.0,451004.14175606647,325597.03698052355,2023,8,Customer_148
10848,2024-12-30,South,Online,Monitor,14,57125,959700.0,412710.86602149694,445095.00407527847,2024,12,Customer_66
10463,2023-03-27,North,Retail,Monitor,2,20441,40882.0,34740.16637756046,6141.833622439539,2023,3,Customer_114
10199,2023-04-23,South,Online,Laptop,6,34132,273774.95232334,168546.78592618633,41681.99618488571,2023,4,Customer_5
10060,2024-01-02,South,Online,Mouse,8,45586,364688.0,265687.3163668811,113850.78617808675,2024,1,Customer_86
10907,2024-08-02,East,Distributor,Keyboard,16,11092,177472.0,135431.63614823282,42040.36385176718,2024,8,Customer_66
10997,2024-08-18,West,Online,Mouse,1,21395,21395.0,18298.794275526685,3560.636583144312,2024,8,Customer_82
10276,2023-01-09,North,Retail,Monitor,18,1844,33192.0,23376.235847908352,9815.764152091648,2023,1,Customer_71
10809,2023-03-10,West,Online,Laptop,14,1634,22876.0,12796.680517771554,11591.217404562713,2023,3,Customer_64
10908,2024-01-29,North,Retail,Headphones,3,29165,87495.0,77314.5119952863,10180.488004713698,2024,1,Customer_85
10658,2023-04-27,North,Online,Tablet,10,29051,394963.1118366647,162389.5819855854,147338.4807165768,2023,4,Customer_27
10957,2024-10-07,North,Online,Monitor,14,39544,553616.0,414617.77897879767,159847.95417438267,2024,10,Customer_161
10886,2023-12-29,West,Online,Laptop,9,11483,124016.4,72605.42425196485,35352.81211024042,2023,12,Customer_120
10221,2023-05-10,West,Online,Mouse,3,40251,120753.0,79227.87433391988,47753.89451599213,2023,5,Customer_71
10789,2023-11-02,West,Online,Keyboard,12,56006,806486.4,471639.89917453844,230496.91594928078,2023,11,Customer_178
10712,2024-06-30,East,Online,Mouse,7,57047,399329.0,305341.499511379,108085.62556191414,2024,6,Customer_184
10714,2024-01-25,East,Online,Tablet,9,1094,9846.0,5308.4000194984665,5218.2399775767635,2024,1,Customer_56
11113,2023-07-29,North,Online,Monitor,5,7172,35860.0,28078.888319020643,8948.27843312626,2023,7,Customer_154
11191,2023-08-03,West,Online,Printer,3,15491,46473.0,41653.05389475663,5542.938021029874,2023,8,Customer_142
10790,2023-04-08,North,Retail,Keyboard,18,47750,859500.0,630899.7532691117,228600.24673088826,2023,4,Customer_199
10416,2024-09-04,West,Distributor,Headphones,12,7662,91944.0,75717.46445089162,16226.535549108376,2024,9,Customer_184
10899,2023-03-27,West,Retail,Laptop,16,35810,572960.0,462869.66968751146,110090.33031248854,2023,3,Customer_153
10935,2024-12-10,West,Retail,Printer,16,46512,893030.4,403430.996718653,340761.003281347,2024,12,Customer_94
10266,2023-12-12,West,Retail,Monitor,2,61540,147696.0,62021.45845121327,61058.54154878673,2023,12,Customer_63
10632,2023-07-01,South,Online,Headphones,12,66012,792144.0,548197.8141061744,280538.1137778994,2023,7,Customer_162
10248,2024-02-07,Central,Distributor,Tablet,16,18851,301616.0,249082.3604067305,52533.6395932695,2024,2,Customer_5
10683,2024-01-08,East,Online,Keyboard,18,43742,787356.0,503609.4082857397,326308.5804713993,2024,1,Customer_67
10559,2024-11-29,Central,Online,Mouse,1,24874,29848.8,15982.942911834327,10224.715651390523,2024,11,Customer_141
11137,2023-07-01,North,Online,Laptop,2,7661,15322.0,12658.145418685965,3063.4327685111402,2023,7,Customer_51
10968,2023-06-22,East,Online,Mouse,5,47885,239425.0,184452.3007439647,63218.604144440586,2023,6,Customer_11
11005,2023-04-05,East,Online,Tablet,7,53880,520413.616532553,217167.2413709979,183991.67242335243,2023,4,Customer_24
10985,2023-05-19,South,Distributor,Keyboard,9,54213,487917.0,303401.4995973678,184515.50040263223,2023,5,Customer_198
10295,2023-04-22,West,Distributor,Laptop,7,24410,223353.2755887924,147176.20937381385,23693.79062618615,2023,4,Customer_6
10520,2023-03-31,South,Distributor,Printer,18,65854,1185372.0,595094.1130778656,590277.8869221344,2023,3,Customer_14
10771,2024-03-13,East,Online,Laptop,18,8173,147114.0,90203.59109292453,65446.970243136784,2024,3,Customer_48
10084,2024-12-27,South,Retail,Tablet,19,66686,1520440.8,827365.3264119228,439668.6735880772,2024,12,Customer_110
10232,2023-05-03,Central,Online,Laptop,11,65794,1004088.292339527,451571.1223636001,312987.30928185984,2023,5,Customer_16
10621,2024-05-14,West,Online,Printer,4,60589,242356.0,135023.71204846358,123432.13114426687,2024,5,Customer_47
10334,2024-03-28,North,Online,Tablet,18,874,15732.0,13991.201127483113,2001.91870339442,2024,3,Customer_48
10130,2024-09-04,West,Retail,Monitor,9,3852,34668.0,27559.298477743727,7108.701522256273,2024,9,Customer_62
11012,2023-05-17,North,Online,Printer,6,10516,63096.0,35221.891040175135,32055.225303798594,2023,5,Customer_53
10645,2024-10-21,East,Distributor,Keyboard,15,43548,653220.0,531895.9208332757,121324.07916672435,2024,10,Customer_182
10974,2024-12-24,Central,Online,Headphones,5,51111,306666.0,189964.25845656128,75429.35277495452,2024,12,Customer_36
10383,2024-04-21,North,Online,Monitor,9,1567,14103.0,11032.827958709839,3530.697847483685,2024,4,Customer_160
10868,2023-10-30,West,Online,Printer,15,36557,548355.0,291957.26686004124,294857.3931109526,2023,10,Customer_2
10543,2023-04-06,West,Online,Mouse,9,5857,52713.0,41768.2638232552,12586.446603256521,2023,4,Customer_120
11194,2023-11-14,South,Online,Keyboard,13,69270,1080612.0,754412.1016266025,168012.58312940714,2023,11,Customer_187
